Date,TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES
22-03-2022,22:00:00,3480.04,1470.67,749.07,1073.83,133.84,21.23
22-03-2022,23:00:00,3380.45,1394.6,731.19,1068.71,127.29,19.34
23-03-2022,00:00:00,3302.35,1370.33,716.91,1042.16,123.67,18.44
23-03-2022,02:00:00,2939.82,1210.22,626.32,945.47,112.55,17.31
23-03-2022,04:00:00,2730.16,1128.79,575.22,878.99,103.66,17.08
23-03-2022,06:00:00,2931.63,1224.82,617.17,937.05,103.25,21.4
23-03-2022,08:00:00,3269.38,1327.01,723.55,1025.93,137.5,24.43
23-03-2022,10:00:00,3814.29,1499.39,810.33,1227.49,216.46,26.1
23-03-2022,12:00:00,4008.93,1500.25,876.72,1329.62,224.19,24.59
23-03-2022,14:00:00,3821.66,1482.42,840.78,1214.07,231.41,23.68
23-03-2022,16:00:00,3923.97,1533.3,873.85,1234.21,220.87,23.41
23-03-2022,18:00:00,3857.88,1523.93,877.11,1216.52,190.28,21.91
23-03-2022,20:00:00,3771.61,1537.66,835.47,1186.2,160.03,24.02
23-03-2022,22:00:00,3488.11,1464.34,761.42,1073.75,134.34,21.12
23-03-2022,23:00:00,3437.34,1412.53,758.97,1078.57,135.17,19.47
24-03-2022,00:00:00,3295.05,1361.35,719.99,1039.22,123.44,18.47
24-03-2022,02:00:00,2990.12,1235.93,648.64,945.63,113.8,17.36
24-03-2022,04:00:00,2800.94,1168.06,597.71,890.82,100.57,17.22
24-03-2022,06:00:00,2977.2,1246.54,644.62,931.27,105.32,21.17
24-03-2022,08:00:00,3259.11,1320.35,741.81,1011.1,132.73,24.05
24-03-2022,10:00:00,3777.55,1469.85,803.72,1238.74,200.72,25.58
24-03-2022,12:00:00,3944.44,1501.2,872.82,1295.34,219.49,24.71
24-03-2022,14:00:00,3763.11,1436.0,831.1,1219.04,217.03,24.2
24-03-2022,16:00:00,3969.99,1507.72,890.02,1284.64,220.43,23.83
24-03-2022,18:00:00,3897.68,1519.64,889.59,1237.89,191.98,22.41
24-03-2022,20:00:00,3794.99,1535.44,843.32,1187.58,166.38,23.53
24-03-2022,22:00:00,3540.08,1489.89,777.68,1082.26,135.11,21.49
24-03-2022,23:00:00,3507.95,1468.04,765.81,1086.4,134.05,19.49
25-03-2022,00:00:00,3372.35,1391.11,750.55,1053.95,126.09,18.44
25-03-2022,02:00:00,3080.18,1266.8,671.24,980.36,114.99,17.8
25-03-2022,04:00:00,2852.17,1186.62,610.69,907.16,103.38,17.17
25-03-2022,06:00:00,3042.56,1280.45,654.06,946.32,110.04,21.65
25-03-2022,08:00:00,3351.9,1353.01,742.43,1052.56,148.12,24.7
25-03-2022,10:00:00,3873.89,1492.0,838.94,1246.67,215.84,26.43
25-03-2022,12:00:00,3988.34,1504.64,896.75,1298.95,227.28,24.93
25-03-2022,14:00:00,3852.0,1479.98,864.74,1230.94,217.91,24.45
25-03-2022,16:00:00,4001.7,1530.91,896.09,1291.06,220.03,23.81
25-03-2022,18:00:00,3934.21,1551.26,889.55,1238.95,194.8,22.64
25-03-2022,20:00:00,3846.15,1562.17,848.53,1213.17,162.09,24.59
25-03-2022,22:00:00,3543.51,1493.73,776.58,1078.3,141.02,21.25
25-03-2022,23:00:00,3484.91,1462.09,752.68,1080.03,137.81,19.9
26-03-2022,00:00:00,3343.19,1397.79,722.7,1042.74,129.29,18.4
26-03-2022,02:00:00,3024.91,1259.26,648.82,958.24,112.41,17.61
26-03-2022,04:00:00,2829.05,1193.39,594.79,893.11,104.17,17.22
26-03-2022,06:00:00,2991.78,1272.76,637.1,925.79,107.31,20.46
26-03-2022,08:00:00,3144.0,1281.97,697.52,982.46,130.98,22.78
26-03-2022,10:00:00,3468.12,1414.69,775.79,1060.1,161.41,22.94
26-03-2022,12:00:00,3630.85,1422.09,879.54,1100.11,173.26,22.33
26-03-2022,14:00:00,3442.85,1393.69,805.85,1022.97,173.49,20.32
26-03-2022,16:00:00,3581.41,1447.56,837.3,1072.02,169.27,19.71
26-03-2022,18:00:00,3605.57,1472.55,855.75,1068.53,149.11,21.54
26-03-2022,20:00:00,3675.72,1559.21,844.09,1050.63,160.02,24.22
26-03-2022,22:00:00,3403.77,1467.36,752.25,986.23,143.63,21.9
26-03-2022,23:00:00,3397.22,1469.01,744.43,998.7,134.04,20.45
27-03-2022,00:00:00,3271.13,1397.03,734.21,962.82,125.56,19.52
27-03-2022,02:00:00,2952.11,1273.91,641.18,877.32,112.87,18.76
27-03-2022,04:00:00,2744.06,1188.39,591.64,811.84,108.16,17.91
27-03-2022,06:00:00,2830.42,1228.54,608.52,838.52,107.56,20.3
27-03-2022,08:00:00,2920.34,1191.67,675.99,888.48,116.02,20.63
27-03-2022,10:00:00,3265.35,1300.0,716.19,1077.62,121.34,19.82
27-03-2022,12:00:00,3479.91,1341.12,786.67,1172.08,128.79,18.82
27-03-2022,14:00:00,3384.11,1322.86,765.06,1118.43,125.32,17.8
27-03-2022,16:00:00,3440.4,1318.53,789.18,1142.56,134.45,18.9
27-03-2022,18:00:00,3385.36,1288.86,794.58,1110.15,141.01,23.92
27-03-2022,20:00:00,3558.25,1435.34,793.8,1108.18,156.7,22.94
27-03-2022,22:00:00,3429.96,1476.07,734.51,1036.72,129.92,20.97
27-03-2022,23:00:00,3426.6,1453.8,742.13,1045.98,132.88,19.52
28-03-2022,00:00:00,3334.02,1400.74,737.11,1020.37,125.73,18.41
28-03-2022,02:00:00,2992.22,1260.99,654.3,920.87,110.41,17.33
28-03-2022,04:00:00,2812.23,1195.15,600.87,863.34,108.0,16.88
28-03-2022,06:00:00,2931.12,1257.89,623.07,889.62,111.8,20.75
28-03-2022,08:00:00,3185.23,1305.83,709.91,970.65,145.74,24.34
28-03-2022,10:00:00,3826.65,1522.35,821.25,1213.83,210.53,27.26
28-03-2022,12:00:00,3947.22,1529.93,856.21,1263.97,231.96,26.39
28-03-2022,14:00:00,3859.3,1510.82,841.95,1209.38,230.08,25.67
28-03-2022,16:00:00,3996.16,1569.78,849.91,1279.56,235.76,24.83
28-03-2022,18:00:00,3965.16,1577.68,885.36,1224.38,211.06,23.99
28-03-2022,20:00:00,3839.35,1594.75,841.13,1178.21,162.81,24.33
28-03-2022,22:00:00,3695.23,1587.45,791.28,1112.88,146.66,21.88
28-03-2022,23:00:00,3696.5,1561.34,803.21,1133.24,142.43,20.37
29-03-2022,00:00:00,3578.04,1506.78,784.79,1103.11,129.76,19.17
29-03-2022,02:00:00,3191.92,1349.83,693.82,982.03,117.86,18.14
29-03-2022,04:00:00,3009.7,1287.59,636.62,927.5,111.46,17.92
29-03-2022,06:00:00,3086.86,1319.94,655.02,946.46,116.08,21.39
29-03-2022,08:00:00,3293.87,1347.14,743.48,999.82,147.43,24.78
29-03-2022,10:00:00,3843.83,1516.09,809.56,1237.82,220.31,26.78
29-03-2022,12:00:00,4120.63,1590.6,879.2,1347.44,237.76,26.03
29-03-2022,14:00:00,4065.25,1597.19,873.69,1295.15,235.26,26.06
29-03-2022,16:00:00,4210.2,1653.58,895.64,1352.75,240.21,26.52
29-03-2022,18:00:00,4131.2,1641.7,906.62,1309.84,208.04,23.86
29-03-2022,20:00:00,4049.41,1681.98,873.38,1252.54,172.92,24.69
29-03-2022,22:00:00,3896.55,1643.9,854.99,1189.22,147.95,22.33
29-03-2022,23:00:00,3904.01,1644.11,858.9,1198.64,146.13,20.62
30-03-2022,00:00:00,3745.59,1552.26,834.63,1169.16,135.42,19.55
30-03-2022,02:00:00,3369.56,1412.04,744.42,1041.36,121.09,18.67
30-03-2022,04:00:00,3105.06,1316.48,672.03,954.38,114.36,18.39
30-03-2022,06:00:00,3185.79,1371.13,678.17,966.71,117.78,21.61
30-03-2022,08:00:00,3429.28,1405.76,770.16,1048.05,152.49,24.98
30-03-2022,10:00:00,4080.32,1620.78,890.81,1262.22,234.67,28.35
30-03-2022,12:00:00,4311.33,1663.72,971.85,1353.97,253.59,28.15
30-03-2022,14:00:00,4163.31,1632.08,939.53,1281.8,244.71,27.06
31-03-2022,00:00:00,3964.82,1653.1,896.57,1207.86,150.3,20.84
31-03-2022,02:00:00,3535.87,1487.48,787.68,1082.61,124.9,19.66
31-03-2022,04:00:00,3247.21,1369.66,711.93,997.65,118.37,18.75
31-03-2022,06:00:00,3301.22,1403.56,717.83,1002.12,121.36,21.65
31-03-2022,08:00:00,3480.24,1410.5,801.02,1056.68,155.39,25.39
31-03-2022,10:00:00,4124.71,1601.5,901.18,1322.37,231.49,28.64
31-03-2022,12:00:00,4422.62,1661.93,1013.09,1422.44,254.37,28.76
31-03-2022,14:00:00,4355.91,1694.81,983.5,1354.51,253.81,28.45
31-03-2022,16:00:00,4586.09,1790.34,1035.86,1428.86,257.54,29.06
31-03-2022,18:00:00,4380.42,1684.46,1027.55,1379.85,222.25,24.71
31-03-2022,20:00:00,4198.28,1716.75,939.27,1296.33,180.34,25.69
31-03-2022,22:00:00,4127.74,1744.83,917.52,1240.6,160.09,23.46
31-03-2022,23:00:00,4224.8,1782.55,945.05,1278.47,155.29,22.72
01-04-2022,00:00:00,4055.22,1679.45,909.68,1258.12,147.86,21.59
01-04-2022,02:00:00,3598.34,1515.45,788.7,1112.65,126.93,20.34
01-04-2022,04:00:00,3290.7,1395.0,708.55,1016.01,120.23,19.63
01-04-2022,06:00:00,3338.94,1421.03,714.29,1027.53,122.88,22.34
01-04-2022,08:00:00,3452.95,1398.12,782.09,1069.23,151.65,25.03
01-04-2022,10:00:00,4030.47,1554.67,872.78,1299.95,237.22,28.39
01-04-2022,12:00:00,4338.48,1635.04,974.91,1409.94,251.89,28.56
01-04-2022,14:00:00,4157.68,1601.81,939.44,1309.64,247.41,26.95
01-04-2022,16:00:00,4414.8,1695.62,977.44,1413.65,258.28,27.91
01-04-2022,18:00:00,4239.8,1660.48,1002.66,1326.81,184.96,24.4
01-04-2022,20:00:00,4082.24,1633.94,917.15,1293.03,179.62,24.84
01-04-2022,22:00:00,3902.72,1607.15,869.76,1202.33,161.61,22.86
01-04-2022,23:00:00,4004.02,1651.53,897.29,1238.16,155.7,21.58
02-04-2022,00:00:00,3937.5,1615.98,897.16,1217.27,148.13,20.52
02-04-2022,02:00:00,3523.52,1442.2,788.31,1099.18,140.21,19.28
02-04-2022,04:00:00,3222.9,1330.37,714.07,998.44,130.75,18.76
02-04-2022,06:00:00,3262.87,1360.29,715.32,1014.86,120.36,21.03
02-04-2022,08:00:00,3377.53,1359.49,783.93,1047.93,131.88,22.03
02-04-2022,10:00:00,3780.48,1514.67,873.46,1165.02,167.04,23.18
02-04-2022,12:00:00,3947.77,1532.45,952.25,1208.54,192.41,22.9
02-04-2022,14:00:00,3902.06,1591.85,923.76,1147.45,176.14,21.45
02-04-2022,16:00:00,4107.17,1674.11,981.96,1204.91,190.28,20.86
02-04-2022,18:00:00,3993.77,1622.14,979.44,1166.37,161.66,22.86
02-04-2022,20:00:00,3982.69,1661.28,943.41,1149.03,165.81,24.8
02-04-2022,22:00:00,3902.45,1665.26,893.38,1142.45,145.78,23.05
02-04-2022,23:00:00,3993.99,1686.87,928.04,1177.57,143.52,21.8
03-04-2022,00:00:00,3912.12,1650.23,909.49,1155.51,139.22,20.72
03-04-2022,02:00:00,3515.76,1481.33,809.1,1043.49,128.66,19.94
03-04-2022,04:00:00,3238.74,1384.92,734.54,954.63,115.26,19.18
03-04-2022,06:00:00,3168.81,1349.64,719.2,932.35,116.3,21.05
03-04-2022,08:00:00,3205.92,1298.57,751.72,980.66,124.51,20.21
03-04-2022,10:00:00,3465.35,1349.09,788.75,1138.51,136.18,19.67
03-04-2022,12:00:00,3770.61,1443.69,873.09,1263.9,135.12,18.62
03-04-2022,14:00:00,3743.09,1465.19,882.76,1201.41,136.57,18.55
03-04-2022,16:00:00,3924.57,1532.03,923.58,1269.89,145.0,19.77
03-04-2022,18:00:00,3810.72,1517.43,909.67,1183.56,144.32,21.78
03-04-2022,20:00:00,3971.64,1625.2,909.62,1221.92,158.9,23.82
03-04-2022,22:00:00,4082.82,1723.72,927.54,1233.39,138.85,22.94
04-04-2022,00:00:00,4082.23,1695.3,947.93,1242.25,136.94,20.93
04-04-2022,02:00:00,3617.29,1508.15,824.14,1104.68,125.32,19.65
04-04-2022,04:00:00,3308.42,1388.94,741.35,1007.82,120.92,18.98
04-04-2022,06:00:00,3384.25,1430.33,754.86,1019.64,123.68,23.62
04-04-2022,08:00:00,3369.69,1344.1,782.01,1038.82,147.19,24.45
04-04-2022,10:00:00,3954.56,1521.49,863.5,1269.95,231.05,28.39
04-04-2022,12:00:00,4241.65,1608.18,923.68,1388.34,253.79,28.35
04-04-2022,14:00:00,4214.14,1627.51,933.59,1327.67,257.48,28.04
04-04-2022,16:00:00,4502.53,1747.8,994.8,1425.25,265.73,27.26
04-04-2022,18:00:00,4329.68,1717.75,968.48,1359.82,217.12,24.61
04-04-2022,20:00:00,4104.45,1654.16,907.34,1294.61,181.85,25.29
04-04-2022,22:00:00,4108.22,1716.95,909.67,1271.47,146.93,23.81
04-04-2022,23:00:00,4260.32,1785.47,961.8,1302.87,152.23,22.18
05-04-2022,00:00:00,4121.9,1699.57,945.11,1269.67,147.16,21.18
05-04-2022,02:00:00,3666.32,1505.46,832.9,1140.1,133.13,19.91
05-04-2022,04:00:00,3322.62,1362.54,745.27,1038.14,125.2,19.06
05-04-2022,06:00:00,3404.23,1409.19,753.62,1060.36,125.34,23.39
05-04-2022,08:00:00,3432.38,1352.83,789.54,1070.66,160.07,25.24
05-04-2022,10:00:00,4054.71,1585.7,849.16,1321.02,232.36,27.92
05-04-2022,12:00:00,4307.88,1645.95,935.91,1396.55,261.62,27.05
05-04-2022,14:00:00,4258.79,1644.95,953.71,1341.62,251.81,26.49
05-04-2022,16:00:00,4586.13,1793.77,1010.68,1455.71,253.34,27.76
05-04-2022,18:00:00,4339.82,1705.87,974.22,1381.68,210.76,24.68
05-04-2022,20:00:00,4186.51,1661.6,926.93,1343.77,182.36,24.83
05-04-2022,22:00:00,4208.02,1776.3,932.78,1279.96,155.07,23.66
05-04-2022,23:00:00,4363.21,1824.85,979.57,1340.16,154.74,22.46
06-04-2022,00:00:00,4256.1,1762.03,970.96,1311.58,149.46,21.53
06-04-2022,02:00:00,3755.52,1541.35,855.11,1168.23,134.92,20.22
06-04-2022,04:00:00,3430.52,1409.38,774.47,1062.57,131.82,19.5
06-04-2022,06:00:00,3523.63,1439.75,779.5,1113.34,133.69,23.77
06-04-2022,08:00:00,3472.91,1340.05,811.5,1104.11,162.19,25.0
06-04-2022,10:00:00,4138.33,1548.21,931.37,1353.04,236.6,29.05
06-04-2022,12:00:00,4398.38,1629.46,1030.06,1406.37,260.05,29.65
06-04-2022,14:00:00,4394.52,1680.12,1044.99,1359.54,246.99,28.61
06-04-2022,16:00:00,4677.31,1805.86,1086.03,1461.77,249.68,27.21
06-04-2022,18:00:00,4426.94,1710.32,1061.29,1372.46,218.74,24.99
06-04-2022,20:00:00,4272.31,1680.59,989.72,1339.64,197.32,25.82
06-04-2022,22:00:00,4278.18,1746.69,991.07,1297.69,179.09,24.28
06-04-2022,23:00:00,4434.22,1816.35,1035.2,1340.24,175.85,22.96
07-04-2022,00:00:00,4330.06,1757.62,1014.11,1325.42,169.91,21.71
07-04-2022,02:00:00,3816.38,1543.28,886.17,1166.38,163.24,20.66
07-04-2022,04:00:00,3463.24,1399.08,796.96,1060.28,153.95,19.93
07-04-2022,06:00:00,3505.3,1424.89,785.87,1082.25,156.3,22.66
07-04-2022,08:00:00,3430.35,1330.12,808.49,1051.99,181.53,24.74
07-04-2022,10:00:00,4150.48,1548.92,927.65,1365.45,243.19,29.2
07-04-2022,12:00:00,4499.62,1666.64,1031.67,1461.46,265.86,28.13
07-04-2022,14:00:00,4543.27,1708.25,1072.7,1444.9,257.98,29.17
07-04-2022,16:00:00,4859.21,1857.26,1119.02,1534.89,271.19,29.12
07-04-2022,18:00:00,4488.83,1691.17,1080.92,1415.84,231.58,25.52
07-04-2022,20:00:00,4373.61,1712.67,1000.66,1378.55,215.23,26.21
07-04-2022,22:00:00,4406.21,1790.82,993.25,1361.22,191.9,25.07
07-04-2022,23:00:00,4500.16,1788.03,1048.19,1408.3,189.41,23.54
08-04-2022,00:00:00,4420.68,1753.2,1038.33,1377.98,185.96,22.18
08-04-2022,02:00:00,3947.53,1569.55,915.51,1227.11,176.75,21.07
08-04-2022,04:00:00,3545.32,1410.12,804.2,1109.22,167.76,20.25
08-04-2022,06:00:00,3555.63,1425.66,804.52,1099.79,169.53,23.98
08-04-2022,08:00:00,3530.77,1365.47,825.64,1088.25,192.32,25.26
08-04-2022,10:00:00,4184.24,1571.37,915.92,1373.45,249.09,30.62
08-04-2022,12:00:00,4641.35,1719.34,1061.66,1506.61,277.8,32.72
08-04-2022,14:00:00,4574.76,1782.64,1039.47,1408.77,268.62,31.67
08-04-2022,16:00:00,5004.32,1950.88,1141.43,1562.56,271.25,32.05
08-04-2022,18:00:00,4618.57,1794.32,1066.12,1456.82,234.46,27.21
08-04-2022,20:00:00,4465.14,1770.87,1025.14,1392.6,209.5,27.38
08-04-2022,22:00:00,4540.06,1864.67,1027.4,1385.66,192.74,26.48
08-04-2022,23:00:00,4718.41,1929.99,1071.75,1451.72,195.09,25.02
09-04-2022,00:00:00,4600.82,1864.01,1066.47,1409.52,192.04,24.12
09-04-2022,02:00:00,4103.77,1670.54,936.57,1258.43,176.85,22.89
09-04-2022,04:00:00,3664.64,1484.02,824.0,1129.78,170.24,21.75
09-04-2022,06:00:00,3634.44,1472.97,811.37,1119.33,171.18,24.27
09-04-2022,08:00:00,3528.42,1392.99,813.49,1086.25,180.43,23.93
09-04-2022,10:00:00,3941.04,1532.66,909.9,1214.45,211.74,26.59
09-04-2022,12:00:00,4346.72,1695.84,1027.64,1332.54,218.74,26.84
09-04-2022,14:00:00,4449.77,1767.84,1070.49,1319.82,224.02,25.14
09-04-2022,16:00:00,4719.79,1884.72,1132.53,1408.06,223.71,25.18
09-04-2022,18:00:00,4439.83,1777.64,1086.38,1288.25,214.75,25.52
09-04-2022,20:00:00,4399.43,1821.65,1030.42,1281.59,206.79,27.19
09-04-2022,22:00:00,4593.03,1895.5,1061.17,1339.71,204.28,26.79
09-04-2022,23:00:00,4777.02,2019.24,1098.29,1385.36,202.85,25.84
10-04-2022,00:00:00,4758.3,2005.65,1103.95,1377.17,198.51,25.22
10-04-2022,02:00:00,4242.78,1790.34,974.63,1226.83,187.1,23.54
10-04-2022,04:00:00,3826.98,1620.95,865.16,1104.08,175.91,22.95
10-04-2022,06:00:00,3649.32,1536.31,832.81,1053.89,169.98,23.89
10-04-2022,08:00:00,3422.38,1385.12,801.62,1009.89,170.39,22.4
10-04-2022,10:00:00,3659.21,1442.4,805.79,1171.25,180.36,21.97
10-04-2022,12:00:00,4099.6,1614.34,912.15,1322.57,189.25,22.18
10-04-2022,14:00:00,4183.77,1684.55,945.72,1302.18,188.48,23.12
10-04-2022,16:00:00,4459.59,1817.84,1004.79,1383.34,187.79,24.89
10-04-2022,18:00:00,4156.8,1700.6,965.59,1244.18,182.7,25.31
10-04-2022,20:00:00,4295.76,1812.25,955.96,1266.55,193.12,27.6
10-04-2022,22:00:00,4634.87,2030.02,1021.79,1321.79,190.99,27.74
10-04-2022,23:00:00,4937.14,2143.8,1096.04,1432.93,188.97,26.8
11-04-2022,00:00:00,4849.52,2071.31,1105.54,1406.39,192.37,25.77
11-04-2022,02:00:00,4305.03,1833.57,977.62,1249.66,176.28,24.11
11-04-2022,04:00:00,3883.15,1672.19,863.84,1112.44,175.77,22.62
11-04-2022,06:00:00,3765.96,1616.62,822.78,1090.22,173.42,26.06
11-04-2022,08:00:00,3657.17,1510.59,844.54,1036.15,200.96,27.34
11-04-2022,10:00:00,4380.47,1757.44,933.1,1344.0,267.7,33.79
11-04-2022,12:00:00,4776.84,1866.08,1049.98,1481.21,300.93,34.53
11-04-2022,14:00:00,4923.64,1957.94,1102.14,1508.9,279.25,33.19
11-04-2022,16:00:00,5391.27,2234.8,1171.47,1615.51,282.05,34.61
11-04-2022,18:00:00,4889.41,1981.43,1116.46,1482.41,233.76,27.91
11-04-2022,20:00:00,4701.5,1976.67,1020.99,1426.13,202.94,29.5
11-04-2022,22:00:00,5001.51,2137.17,1112.72,1475.78,199.49,29.04
11-04-2022,23:00:00,5220.93,2266.06,1155.02,1528.45,194.32,28.09
12-04-2022,00:00:00,5197.93,2231.9,1170.1,1535.72,182.82,26.77
12-04-2022,02:00:00,4528.39,1915.53,1032.1,1340.54,173.01,24.54
12-04-2022,04:00:00,4110.37,1737.85,925.03,1223.82,161.02,23.43
12-04-2022,06:00:00,3930.56,1666.46,878.99,1158.88,162.81,26.17
12-04-2022,08:00:00,3726.11,1539.79,846.08,1106.93,174.02,26.06
12-04-2022,10:00:00,4443.59,1789.48,945.99,1379.04,250.81,31.45
12-04-2022,12:00:00,4753.87,1873.46,1000.5,1530.43,271.58,32.75
12-04-2022,14:00:00,4838.41,1937.43,1057.36,1483.41,283.53,31.89
12-04-2022,16:00:00,5139.67,2069.17,1119.26,1580.9,288.12,32.14
12-04-2022,18:00:00,4758.03,1896.59,1080.3,1491.11,223.96,26.53
12-04-2022,20:00:00,4708.83,1976.53,1021.77,1434.79,195.75,29.01
12-04-2022,22:00:00,4873.56,2100.16,1089.96,1429.8,179.33,28.88
12-04-2022,23:00:00,5109.24,2201.07,1136.61,1524.58,171.9,27.72
13-04-2022,00:00:00,5014.52,2128.68,1139.15,1504.97,167.81,26.16
13-04-2022,02:00:00,4438.93,1867.39,1018.05,1337.12,148.95,24.62
13-04-2022,04:00:00,3984.5,1677.07,906.53,1199.83,139.96,23.42
13-04-2022,06:00:00,3790.82,1588.62,846.1,1135.85,136.85,25.93
13-04-2022,08:00:00,3709.63,1501.94,867.04,1110.16,165.83,27.77
13-04-2022,10:00:00,4382.27,1760.61,946.43,1341.09,262.39,31.15
13-04-2022,12:00:00,4746.53,1861.82,1058.64,1473.3,275.2,33.45
13-04-2022,14:00:00,4919.6,1940.7,1131.53,1478.55,287.61,33.05
13-04-2022,16:00:00,5223.82,2095.37,1174.08,1578.91,290.52,32.47
13-04-2022,18:00:00,4806.42,1908.12,1123.19,1474.08,241.99,28.12
13-04-2022,20:00:00,4645.32,1906.98,1055.37,1419.35,194.74,28.61
13-04-2022,22:00:00,4862.96,2092.83,1090.35,1424.35,179.83,28.42
13-04-2022,23:00:00,5051.51,2154.72,1150.01,1498.01,175.09,27.67
14-04-2022,00:00:00,5058.19,2160.04,1145.08,1504.1,173.58,26.67
14-04-2022,02:00:00,4544.57,1929.16,1039.31,1353.25,154.15,25.44
14-04-2022,04:00:00,4027.26,1709.88,913.55,1198.82,142.58,24.14
14-04-2022,06:00:00,3790.94,1600.27,858.58,1136.72,134.57,24.59
14-04-2022,08:00:00,3580.75,1480.03,826.5,1082.26,139.73,22.56
14-04-2022,10:00:00,4089.56,1642.02,888.45,1326.25,172.6,22.29
14-04-2022,12:00:00,4500.01,1782.38,997.69,1475.05,193.94,22.74
14-04-2022,14:00:00,4633.82,1863.14,1039.18,1472.12,197.38,23.54
14-04-2022,16:00:00,4914.15,1994.05,1097.23,1551.54,201.75,23.73
14-04-2022,18:00:00,4645.74,1887.45,1065.32,1439.59,181.45,24.84
14-04-2022,20:00:00,4456.6,1818.93,1021.82,1361.88,186.05,24.47
14-04-2022,22:00:00,4544.78,1970.74,1000.03,1340.03,164.47,26.3
14-04-2022,23:00:00,4846.43,2106.55,1066.54,1438.46,163.88,26.21
15-04-2022,00:00:00,4865.93,2101.43,1077.93,1454.55,160.09,25.9
15-04-2022,02:00:00,4400.93,1880.84,996.79,1311.1,145.98,24.39
15-04-2022,04:00:00,3940.64,1685.19,872.71,1182.46,137.81,23.31
15-04-2022,06:00:00,3700.73,1584.5,823.51,1103.37,130.59,23.6
15-04-2022,08:00:00,3561.21,1447.48,818.46,1096.2,136.43,21.58
15-04-2022,10:00:00,4140.0,1644.24,911.98,1347.94,176.64,21.75
15-04-2022,12:00:00,4547.86,1794.9,1025.62,1474.4,187.79,22.36
15-04-2022,14:00:00,4624.64,1842.87,1050.82,1467.41,196.09,22.52
15-04-2022,16:00:00,4936.39,1974.12,1134.76,1559.4,197.05,24.12
15-04-2022,18:00:00,4603.17,1822.15,1076.77,1450.99,184.56,24.22
15-04-2022,20:00:00,4536.94,1892.73,1003.41,1395.35,177.24,26.9
15-04-2022,22:00:00,4684.83,2036.27,1031.88,1380.72,166.57,26.95
15-04-2022,23:00:00,4975.83,2155.23,1087.98,1490.06,167.95,26.44
16-04-2022,00:00:00,4972.09,2142.24,1111.36,1481.8,164.72,25.45
16-04-2022,02:00:00,4461.39,1899.47,1006.56,1340.38,148.36,24.28
16-04-2022,04:00:00,3980.17,1697.06,887.9,1195.36,137.02,23.07
16-04-2022,06:00:00,3783.21,1613.34,846.69,1132.25,130.63,23.91
16-04-2022,08:00:00,3589.42,1481.14,836.93,1070.09,139.34,23.79
16-04-2022,10:00:00,3916.79,1603.94,890.41,1163.89,195.87,26.61
16-04-2022,12:00:00,4214.03,1691.42,989.06,1241.63,220.81,27.24
16-04-2022,14:00:00,4406.79,1876.53,1031.3,1208.06,223.39,26.4
16-04-2022,16:00:00,4850.07,2046.47,1124.36,1379.9,225.91,26.19
16-04-2022,18:00:00,4438.66,1859.28,1060.56,1263.16,187.22,25.79
16-04-2022,20:00:00,4363.48,1906.82,996.91,1217.88,171.82,27.45
16-04-2022,22:00:00,4604.22,2055.11,1035.2,1273.85,171.03,27.13
16-04-2022,23:00:00,4892.55,2183.08,1093.28,1378.09,167.2,26.68
17-04-2022,00:00:00,4937.15,2206.32,1121.39,1373.14,163.36,26.06
17-04-2022,02:00:00,4436.57,1990.54,1001.41,1227.69,149.94,24.63
17-04-2022,04:00:00,3957.12,1777.34,888.36,1095.86,134.87,23.23
17-04-2022,06:00:00,3686.15,1642.25,836.45,1018.73,129.98,23.58
17-04-2022,08:00:00,3478.65,1489.41,817.18,986.32,130.61,21.56
17-04-2022,10:00:00,3790.5,1570.79,856.05,1168.76,137.86,22.76
17-04-2022,12:00:00,4161.56,1702.35,935.84,1297.72,163.8,22.91
17-04-2022,14:00:00,4345.04,1819.24,963.72,1331.83,163.29,23.78
17-04-2022,16:00:00,4615.63,1933.63,1039.4,1386.66,176.27,25.49
17-04-2022,18:00:00,4290.45,1806.92,987.74,1268.85,161.81,26.59
17-04-2022,20:00:00,4390.82,1913.95,976.95,1261.01,167.61,27.66
17-04-2022,22:00:00,4797.95,2164.13,1025.25,1356.76,170.51,28.94
17-04-2022,23:00:00,5145.93,2326.96,1134.84,1446.36,171.35,28.43
18-04-2022,00:00:00,5156.7,2292.39,1151.91,1469.28,167.17,27.4
18-04-2022,02:00:00,4639.81,2047.41,1047.79,1320.77,153.93,25.8
18-04-2022,04:00:00,4151.9,1831.27,931.71,1182.87,142.52,24.07
18-04-2022,06:00:00,3928.6,1733.49,886.19,1112.57,139.75,26.6
18-04-2022,08:00:00,3763.84,1589.96,875.34,1056.86,172.08,28.73
18-04-2022,10:00:00,4540.23,1891.7,947.93,1350.28,269.87,35.85
18-04-2022,12:00:00,4875.56,1967.81,1042.74,1502.7,277.55,35.53
18-04-2022,14:00:00,5060.18,2089.64,1093.6,1524.13,283.71,37.07
18-04-2022,16:00:00,5483.51,2281.03,1175.7,1638.43,305.03,36.96
18-04-2022,18:00:00,4988.31,2060.33,1113.03,1503.85,243.36,29.93
18-04-2022,20:00:00,4827.76,2066.37,1046.99,1440.31,205.39,30.3
18-04-2022,22:00:00,5204.0,2299.03,1154.27,1483.15,186.84,30.47
18-04-2022,23:00:00,5582.69,2453.78,1239.06,1619.13,187.28,29.56
