temperature,humidity,wind_speed,precipitation,dateTime,DELHI,BRPL,BYPL,NDPL,NDMC,MES
36.778503,27.0,28.432114,0.0,2022-06-14 18:00:00,5878.04,2478.23,1330.85,1718.25,263.12,34.68
36.0785,26.5,26.488853,0.0,2022-06-14 20:00:00,5619.19,2447.58,1234.82,1640.36,212.76,32.63
34.8035,29.5,25.916931,0.0,2022-06-14 22:00:00,6362.67,2861.01,1392.1,1816.08,200.31,35.57
34.7535,33.5,28.201424,0.0,2022-06-15 00:00:00,6850.38,3037.61,1567.58,1954.36,188.63,34.5
36.8785,32.5,30.709887,0.0,2022-06-15 02:00:00,6213.25,2769.02,1412.26,1768.21,172.36,32.74
39.7285,27.5,27.160686,0.0,2022-06-15 04:00:00,5588.95,2480.27,1269.75,1588.63,161.05,31.07
41.3785,23.5,22.48325,0.0,2022-06-15 06:00:00,4836.45,2103.93,1114.21,1393.01,151.02,29.54
42.8285,18.5,21.443447,0.0,2022-06-15 08:00:00,4681.71,1994.63,1067.57,1344.89,196.63,33.27
43.4785,15.5,21.365181,0.0,2022-06-15 10:00:00,5367.45,2278.93,1156.77,1523.87,312.03,43.35
42.5785,15.0,22.209877,0.0,2022-06-15 12:00:00,6321.58,2612.92,1403.49,1862.62,338.37,44.38
40.328503,22.5,26.148851,0.0,2022-06-15 14:00:00,6811.18,2910.25,1511.95,1925.93,351.42,45.71
38.653503,28.0,32.099,0.0,2022-06-15 16:00:00,7230.7,3084.78,1614.41,2061.78,356.2,44.11
37.8285,29.5,26.318953,0.0,2022-06-15 18:00:00,6302.28,2683.06,1443.39,1791.86,287.58,36.74
37.278503,30.5,20.529516,0.0,2022-06-15 20:00:00,5768.28,2482.71,1315.2,1658.38,223.74,34.46
36.6535,32.0,22.177975,0.0,2022-06-15 22:00:00,6481.06,2920.16,1442.28,1820.28,209.45,37.19
36.5035,32.5,25.685024,0.0,2022-06-16 00:00:00,7188.09,3212.92,1643.74,2025.68,202.99,35.85
38.0785,28.5,29.574474,0.0,2022-06-16 02:00:00,5867.13,2699.28,1283.94,1633.34,162.08,32.14
36.3035,31.5,31.272366,0.0,2022-06-16 04:00:00,5470.97,2467.39,1192.97,1567.1,160.8,30.4
38.7285,25.0,13.48025,0.0,2022-06-16 06:00:00,4892.4,2163.73,1102.74,1399.29,150.89,29.57
39.7285,21.5,19.734299,0.0,2022-06-16 08:00:00,4597.94,1991.99,1048.56,1280.33,201.22,34.09
40.1785,18.5,17.959503,0.0,2022-06-16 10:00:00,5377.65,2244.72,1167.52,1576.32,296.82,41.12
38.9285,20.5,18.513313,0.0,2022-06-16 12:00:00,6010.36,2493.85,1301.69,1785.04,327.26,44.13
38.328503,24.5,19.185585,0.0,2022-06-16 14:00:00,6382.56,2727.52,1363.15,1860.62,322.69,44.18
37.2285,29.0,7.186372,0.0,2022-06-16 16:00:00,6670.8,2893.27,1478.7,1860.44,331.0,45.09
36.4785,29.5,11.0518,0.0,2022-06-16 18:00:00,5977.48,2528.16,1372.09,1725.67,270.29,35.57
35.5285,30.5,13.216177,0.05,2022-06-16 20:00:00,5465.32,2372.38,1213.81,1579.82,213.92,32.49
31.2785,42.5,22.585701,1.15,2022-06-16 22:00:00,6107.31,2726.07,1334.82,1759.84,193.88,35.56
30.7785,45.5,10.498965,1.0,2022-06-17 00:00:00,6706.04,2958.44,1507.21,1952.59,187.77,34.12
31.628498,46.5,9.58131,1.2,2022-06-17 02:00:00,6079.69,2668.69,1373.16,1773.43,174.47,32.22
35.9285,36.5,8.589933,0.0,2022-06-17 04:00:00,5309.59,2362.82,1167.65,1529.48,167.11,30.38
38.3785,32.0,10.12385,0.0,2022-06-17 06:00:00,4460.96,1957.56,995.49,1282.51,155.39,27.67
39.778503,29.0,11.187822,0.0,2022-06-17 08:00:00,4133.69,1796.36,920.67,1168.46,188.33,29.07
39.1285,30.0,16.970722,3.5,2022-06-17 10:00:00,4915.87,2055.71,1037.55,1468.86,264.88,37.78
32.3285,51.0,15.379889,0.1,2022-06-17 12:00:00,5684.6,2403.77,1173.73,1717.88,294.71,40.5
32.778503,49.0,3.4240856,0.0,2022-06-17 14:00:00,5706.26,2435.41,1215.0,1648.86,310.33,42.42
33.578503,45.0,3.7259262,0.0,2022-06-17 16:00:00,5687.88,2391.07,1225.89,1692.83,282.73,36.89
33.7285,44.0,3.4519773,0.0,2022-06-17 18:00:00,4932.26,2004.83,1140.9,1469.34,237.85,32.44
32.8285,45.5,4.1550417,0.35,2022-06-17 20:00:00,4789.14,2032.41,1064.55,1405.16,192.93,33.36
31.6285,48.0,10.814828,0.6,2022-06-17 22:00:00,4926.66,2180.29,1068.87,1418.73,182.63,29.51
31.328499,52.5,12.258403,0.8,2022-06-18 00:00:00,5324.9,2351.89,1166.52,1553.69,173.7,27.71
32.6785,50.0,8.239964,0.0,2022-06-18 02:00:00,4800.24,2104.45,1056.07,1405.75,161.65,26.54
30.6285,57.0,27.166756,0.65,2022-06-18 04:00:00,4350.75,1899.09,952.86,1279.97,152.02,25.18
27.628498,63.5,9.911559,2.5,2022-06-18 06:00:00,3897.18,1697.87,876.14,1116.47,149.45,24.59
30.4785,50.5,11.545743,0.0,2022-06-18 08:00:00,3787.27,1601.86,878.07,1088.5,152.73,24.43
30.9285,48.5,7.2028008,0.15,2022-06-18 10:00:00,4127.64,1729.11,945.23,1185.9,204.83,27.86
31.578499,46.5,9.1011505,0.0,2022-06-18 12:00:00,4657.3,1953.66,1082.18,1334.18,214.79,28.75
31.4285,49.0,8.271535,0.0,2022-06-18 14:00:00,4677.24,2004.62,1066.49,1328.52,207.64,27.25
30.378498,53.5,11.832258,0.0,2022-06-18 16:00:00,4926.04,2117.68,1147.14,1388.05,201.91,25.96
30.5285,52.5,6.21381,0.0,2022-06-18 18:00:00,4638.74,1966.24,1114.36,1300.07,189.38,25.9
30.8785,50.0,5.431415,0.0,2022-06-18 20:00:00,4477.08,1963.88,1033.46,1224.13,178.07,27.09
30.2785,51.0,4.4354696,0.0,2022-06-18 22:00:00,4747.4,2161.27,1052.9,1297.27,164.21,27.62
30.228498,48.0,2.0566292,0.0,2022-06-19 00:00:00,5178.02,2324.88,1188.36,1435.58,153.93,27.17
31.4785,44.5,1.2492033,0.35,2022-06-19 02:00:00,4589.44,2029.7,1052.73,1295.81,142.56,25.64
33.7785,39.5,4.6898108,0.0,2022-06-19 04:00:00,4127.61,1829.69,940.52,1160.23,132.6,23.93
34.7285,37.5,7.241722,0.0,2022-06-19 06:00:00,3703.37,1623.66,841.66,1058.24,124.29,22.36
35.4785,35.0,7.288026,0.0,2022-06-19 08:00:00,3512.69,1492.18,829.88,1014.59,124.34,21.19
35.528503,34.0,3.5462132,0.0,2022-06-19 10:00:00,3765.07,1533.01,844.82,1185.03,140.51,23.52
33.6285,37.5,9.663674,0.0,2022-06-19 12:00:00,4046.26,1625.04,943.29,1262.41,153.44,21.5
32.0285,43.0,15.91955,0.0,2022-06-19 14:00:00,4000.23,1628.25,903.16,1249.89,159.55,21.9
30.4785,47.5,5.7600126,0.0,2022-06-19 16:00:00,4167.69,1667.85,950.91,1333.82,155.24,22.13
30.0285,47.5,6.616489,0.0,2022-06-19 18:00:00,3984.21,1637.51,932.99,1222.92,132.0,22.93
29.978498,46.0,6.905436,0.0,2022-06-19 20:00:00,4094.35,1735.72,933.96,1211.03,149.56,25.76
29.828499,46.5,4.8792534,0.0,2022-06-19 22:00:00,4348.85,1928.59,955.28,1254.58,144.09,25.94
30.0285,45.0,8.972509,0.0,2022-06-20 00:00:00,4653.58,2029.54,1066.4,1352.57,135.8,24.66
31.7785,39.0,6.4077497,0.0,2022-06-20 02:00:00,4183.18,1815.21,954.47,1225.4,125.39,23.34
34.4285,32.5,5.8901863,0.0,2022-06-20 04:00:00,3778.07,1637.83,860.41,1103.69,118.33,22.37
35.7285,30.5,7.031619,0.0,2022-06-20 06:00:00,3511.75,1517.38,798.83,1015.2,123.24,22.5
36.4785,30.0,9.238382,0.0,2022-06-20 08:00:00,3622.36,1518.81,823.05,1057.14,162.66,27.83
36.6785,30.0,6.6888275,0.0,2022-06-20 10:00:00,4477.34,1868.43,945.5,1347.24,242.49,35.9
35.278503,32.5,7.0575085,0.0,2022-06-20 12:00:00,4845.36,1963.76,1031.14,1506.7,263.23,34.56
33.6785,35.0,17.407154,0.55,2022-06-20 14:00:00,4769.74,1934.77,1055.12,1458.37,256.12,33.55
33.1785,33.5,16.474205,0.2,2022-06-20 16:00:00,4830.44,1976.54,1048.96,1492.97,240.65,30.9
32.1285,36.0,19.000648,0.0,2022-06-20 18:00:00,4639.26,1903.44,1030.29,1418.49,216.82,27.36
31.078499,41.5,16.999336,0.0,2022-06-20 20:00:00,4473.85,1899.43,971.83,1345.28,185.68,27.03
30.6785,45.5,9.996735,0.0,2022-06-20 22:00:00,4694.36,2031.63,1032.03,1382.72,177.99,27.36
30.878498,48.0,16.441998,0.0,2022-06-21 00:00:00,5000.91,2150.17,1130.22,1474.06,173.05,25.85
32.3785,45.5,18.022568,0.0,2022-06-21 02:00:00,4491.46,1914.3,1029.69,1318.6,162.26,23.96
34.6285,39.0,15.079926,0.0,2022-06-21 04:00:00,4029.55,1716.55,916.62,1178.34,155.99,23.21
36.028503,34.0,11.04786,0.0,2022-06-21 06:00:00,3716.88,1569.51,844.7,1085.2,158.17,23.9
37.6285,28.5,7.504402,0.0,2022-06-21 08:00:00,3789.9,1571.49,861.18,1104.91,189.44,27.85
36.8785,30.0,10.5648155,0.0,2022-06-21 10:00:00,4601.77,1870.9,946.4,1449.89,254.02,35.99
35.028503,34.5,17.19104,0.0,2022-06-21 12:00:00,4579.41,1813.34,988.13,1460.5,242.17,31.61
34.278503,36.0,11.718504,0.0,2022-06-21 14:00:00,4649.92,1868.66,1014.88,1443.84,246.31,31.5
33.9285,37.5,21.310642,0.0,2022-06-21 16:00:00,4971.85,1993.56,1068.06,1575.42,251.6,32.51
33.4285,38.0,18.53598,0.0,2022-06-21 18:00:00,4744.62,1913.14,1067.64,1475.21,220.48,27.87
32.9535,39.0,20.080893,0.0,2022-06-21 20:00:00,4584.38,1925.08,1004.05,1393.75,193.62,27.46
32.2535,39.5,23.505426,0.0,2022-06-21 22:00:00,4905.5,2166.92,1070.79,1412.43,174.7,28.19
32.0285,38.5,10.840071,0.4,2022-06-22 00:00:00,5267.52,2273.72,1189.25,1554.32,176.03,26.91
33.6785,35.5,3.9663744,0.15,2022-06-22 02:00:00,4684.87,2006.42,1071.46,1370.65,166.27,25.43
35.828503,32.0,3.7925944,0.0,2022-06-22 04:00:00,4219.36,1802.4,949.42,1245.63,157.95,24.74
37.6285,28.0,2.0540879,0.0,2022-06-22 06:00:00,3852.88,1625.33,877.95,1132.8,154.99,25.04
38.6285,25.5,7.402319,0.0,2022-06-22 08:00:00,3607.31,1470.07,831.36,1057.58,183.47,26.94
38.4285,25.0,11.1056385,0.0,2022-06-22 10:00:00,4356.92,1780.25,955.22,1314.3,235.04,33.03
37.6285,26.0,18.132233,0.0,2022-06-22 12:00:00,4887.86,1970.95,1069.67,1513.85,258.66,34.8
36.4785,28.5,22.915619,0.0,2022-06-22 14:00:00,5142.61,2106.1,1137.52,1563.24,249.32,35.3
35.278503,32.5,22.524582,0.0,2022-06-22 16:00:00,5492.93,2249.62,1225.23,1663.12,268.32,34.13
33.828503,35.0,21.151043,0.0,2022-06-22 18:00:00,5066.58,2090.49,1196.91,1482.68,221.23,29.66
32.8285,36.5,20.660038,0.0,2022-06-22 20:00:00,4767.46,2004.16,1085.43,1427.76,175.95,28.82
32.4785,37.0,15.461333,0.0,2022-06-22 22:00:00,5129.87,2258.43,1129.87,1493.68,167.18,29.96
32.828503,36.5,11.098293,0.0,2022-06-23 00:00:00,5471.04,2389.91,1235.41,1614.89,150.37,28.9
34.8785,31.5,6.135631,0.0,2022-06-23 02:00:00,4850.6,2118.82,1095.0,1426.69,136.66,27.11
37.0785,24.5,13.014941,0.0,2022-06-23 04:00:00,4312.81,1867.65,971.11,1278.86,128.71,25.56
38.528503,19.5,18.358551,0.0,2022-06-23 06:00:00,3873.73,1678.59,868.77,1143.68,120.66,25.64
39.5785,16.5,20.048569,0.0,2022-06-23 08:00:00,3899.19,1635.79,890.29,1140.43,165.21,29.76
39.6285,17.5,24.20998,0.0,2022-06-23 10:00:00,4729.29,1941.64,997.08,1453.35,252.19,36.16
38.1785,20.5,25.226418,0.0,2022-06-23 12:00:00,5131.76,2093.34,1117.57,1583.04,264.14,36.07
37.2285,22.0,24.959545,0.0,2022-06-23 14:00:00,5265.26,2169.33,1157.23,1588.42,263.51,36.34
36.5785,19.5,18.714317,0.0,2022-06-23 16:00:00,5582.74,2304.55,1213.5,1696.53,274.13,36.69
35.6785,18.5,14.870817,0.0,2022-06-23 18:00:00,5103.67,2105.8,1170.8,1524.71,222.6,30.09
34.4285,21.5,11.511997,0.0,2022-06-23 20:00:00,4705.32,1988.03,1054.55,1413.98,175.84,28.4
33.6285,22.0,11.372782,0.0,2022-06-23 22:00:00,5129.68,2278.89,1121.17,1488.2,160.84,30.19
33.3785,21.0,10.733688,0.0,2022-06-24 00:00:00,5576.64,2448.15,1259.72,1630.07,156.98,28.88
35.328503,17.0,8.224068,0.0,2022-06-24 02:00:00,4909.4,2141.83,1105.74,1450.53,139.69,26.95
37.4785,14.5,12.473207,0.0,2022-06-24 04:00:00,4347.43,1885.64,977.48,1291.08,127.97,25.22
39.3785,11.5,18.686342,0.0,2022-06-24 06:00:00,3880.93,1674.75,880.06,1141.73,122.28,24.84
40.7285,9.5,20.563362,0.0,2022-06-24 08:00:00,3904.97,1658.34,882.01,1128.12,165.17,29.54
40.8785,9.0,20.170835,0.0,2022-06-24 10:00:00,4689.6,1941.04,979.99,1436.82,244.15,36.89
39.828503,10.0,15.218714,0.0,2022-06-24 12:00:00,5098.21,2058.92,1109.71,1595.13,246.4,36.7
38.8785,11.0,13.438563,0.0,2022-06-24 14:00:00,5220.91,2177.73,1129.75,1580.55,252.4,37.37
37.6785,11.5,13.278204,0.0,2022-06-24 16:00:00,5587.15,2354.4,1218.12,1655.06,263.75,37.29
36.3785,12.5,11.829073,0.0,2022-06-24 18:00:00,5083.8,2120.84,1142.65,1520.85,220.2,30.59
35.328503,13.0,9.61916,0.0,2022-06-24 20:00:00,4725.02,2018.09,1041.18,1423.26,169.11,28.49
34.3785,14.0,7.685253,0.0,2022-06-24 22:00:00,5159.64,2318.26,1110.01,1476.23,165.27,29.72
34.8785,13.5,3.0553436,0.0,2022-06-25 00:00:00,5717.99,2537.61,1282.5,1653.33,160.65,28.67
37.1785,11.5,7.940481,0.0,2022-06-25 02:00:00,5115.31,2246.03,1169.5,1473.48,151.11,27.06
39.5785,10.0,6.524187,0.0,2022-06-25 04:00:00,4574.63,2000.13,1048.7,1314.32,142.39,25.68
40.778503,9.5,8.849333,0.0,2022-06-25 06:00:00,4055.84,1759.29,940.69,1162.69,131.95,24.82
41.3285,9.0,8.185485,0.0,2022-06-25 08:00:00,3934.87,1664.76,940.15,1108.57,156.02,25.94
41.028503,10.5,3.7924833,0.0,2022-06-25 10:00:00,4402.0,1857.51,1012.94,1271.15,191.21,29.69
39.5785,15.5,1.84867,0.0,2022-06-25 12:00:00,4866.49,2052.93,1129.26,1393.69,219.02,30.27
38.8785,18.0,6.186248,0.0,2022-06-25 14:00:00,5176.34,2258.85,1165.94,1455.39,217.08,30.38
38.2285,18.0,15.096128,0.0,2022-06-25 16:00:00,5516.69,2415.74,1259.13,1557.68,213.31,29.87
36.9785,20.5,16.946587,0.0,2022-06-25 18:00:00,5005.62,2185.06,1183.51,1364.85,195.24,29.25
35.778503,26.0,18.959965,0.0,2022-06-25 20:00:00,4708.53,2103.05,1066.96,1277.31,181.24,29.02
34.778503,38.0,23.499159,0.0,2022-06-25 22:00:00,5264.09,2404.12,1156.54,1442.04,180.34,30.83
34.7285,42.0,31.007149,0.0,2022-06-26 00:00:00,5914.82,2670.58,1340.76,1634.5,181.94,30.53
36.8285,32.5,31.642414,0.0,2022-06-26 02:00:00,5399.12,2424.81,1240.12,1487.48,167.56,28.86
39.1285,28.0,21.052933,0.0,2022-06-26 04:00:00,4920.63,2203.03,1123.43,1359.64,160.14,27.85
40.9785,23.0,13.001851,0.0,2022-06-26 06:00:00,4460.54,1998.31,1014.78,1226.58,150.98,27.33
42.4285,19.5,7.48483,0.0,2022-06-26 08:00:00,4258.12,1840.9,992.57,1196.47,160.06,25.66
42.2285,22.0,8.645165,0.0,2022-06-26 10:00:00,4629.86,1969.28,1027.16,1387.59,167.87,26.65
40.1785,29.0,23.410234,0.0,2022-06-26 12:00:00,5377.36,2284.27,1205.63,1614.8,200.53,30.1
37.9285,35.0,32.563602,0.0,2022-06-26 14:00:00,5799.56,2520.48,1289.2,1682.38,217.12,31.75
36.9785,36.5,31.095861,0.0,2022-06-26 16:00:00,6001.12,2616.68,1362.34,1720.08,212.19,32.58
35.9785,38.5,31.316841,0.0,2022-06-26 18:00:00,5284.03,2262.35,1220.99,1522.02,197.43,32.09
35.2285,40.5,29.245655,0.0,2022-06-26 20:00:00,5309.71,2328.43,1182.86,1507.5,207.06,32.18
34.5785,42.0,27.790485,0.0,2022-06-26 22:00:00,6280.84,2844.98,1386.67,1744.62,205.57,35.96
34.4785,44.5,26.726551,0.0,2022-06-27 00:00:00,6686.55,3018.54,1512.23,1844.28,204.2,34.36
36.028503,41.5,20.835125,0.0,2022-06-27 02:00:00,6139.9,2782.59,1390.0,1691.69,187.73,33.07
38.3285,35.5,15.802189,0.0,2022-06-27 04:00:00,5522.55,2501.56,1232.95,1528.28,175.36,31.9
40.1785,30.5,9.521532,0.0,2022-06-27 06:00:00,4870.16,2187.76,1104.03,1335.71,164.99,31.4
41.5285,27.0,6.3201694,0.0,2022-06-27 08:00:00,4676.67,2043.16,1075.1,1278.59,207.54,35.8
41.028503,27.5,20.027992,0.0,2022-06-27 10:00:00,5635.72,2446.04,1171.67,1598.7,309.32,45.37
39.5285,31.5,20.869938,0.0,2022-06-27 12:00:00,6338.23,2695.91,1329.69,1878.82,325.98,46.5
38.3785,34.0,21.941647,0.0,2022-06-27 14:00:00,6813.03,2924.46,1493.59,1952.52,332.1,48.55
37.3785,36.5,23.177643,0.0,2022-06-27 16:00:00,7105.8,3072.07,1537.16,2046.69,334.42,47.6
36.278503,39.0,20.988415,0.0,2022-06-27 18:00:00,6207.22,2676.08,1382.73,1776.52,279.29,38.06
35.5785,41.0,19.802402,0.0,2022-06-27 20:00:00,5935.21,2605.8,1302.85,1711.1,222.87,36.18
35.278503,42.5,16.526773,0.0,2022-06-27 22:00:00,6929.61,3123.86,1533.19,1957.84,213.45,39.16
35.4785,44.5,14.315392,0.0,2022-06-28 00:00:00,7063.26,3154.7,1604.47,2001.87,200.43,36.43
37.6285,40.0,8.574437,0.0,2022-06-28 02:00:00,6497.11,2900.46,1477.92,1835.01,186.53,35.27
40.6285,32.0,6.9240737,0.0,2022-06-28 04:00:00,5870.09,2630.33,1320.08,1653.15,176.07,34.16
42.1785,28.0,9.745058,0.0,2022-06-28 06:00:00,5185.72,2301.89,1157.69,1473.71,163.74,33.07
43.2285,25.0,5.473172,0.0,2022-06-28 08:00:00,5046.98,2143.16,1166.1,1427.98,224.03,38.41
41.578503,28.0,6.931468,0.0,2022-06-28 10:00:00,5984.93,2547.92,1229.01,1762.2,335.54,47.99
38.7785,36.5,22.625282,0.0,2022-06-28 12:00:00,6677.3,2838.3,1403.71,1973.8,347.77,50.66
36.6785,43.0,27.689314,0.0,2022-06-28 14:00:00,7105.11,3067.82,1509.68,2059.82,342.63,51.13
36.528503,41.5,24.35908,0.0,2022-06-28 16:00:00,7528.42,3257.47,1647.22,2162.15,341.47,48.66
35.8785,43.0,23.668224,0.0,2022-06-28 18:00:00,6610.96,2840.36,1471.23,1925.51,277.28,39.0
35.6285,44.0,24.146534,0.0,2022-06-28 20:00:00,6405.82,2773.2,1442.63,1867.05,222.22,38.98
35.0785,47.0,22.233625,0.0,2022-06-28 22:00:00,7188.09,3260.72,1595.26,2006.9,214.81,41.09
35.2285,47.0,14.100111,0.0,2022-06-29 00:00:00,7244.7,3268.64,1638.19,2031.64,202.69,38.2
37.3785,40.5,18.835987,0.0,2022-06-29 02:00:00,6472.31,2862.31,1483.29,1850.77,182.07,35.23
40.3285,31.5,17.907799,0.0,2022-06-29 04:00:00,5786.77,2592.69,1304.86,1631.32,169.78,33.3
42.6285,22.5,13.516817,0.0,2022-06-29 06:00:00,5112.44,2281.58,1177.67,1416.78,157.68,32.99
43.1285,20.0,16.548851,0.0,2022-06-29 08:00:00,4968.49,2139.62,1147.39,1397.73,205.96,37.9
42.0785,22.0,26.984806,0.0,2022-06-29 10:00:00,5912.65,2504.99,1282.31,1707.25,312.72,46.5
38.4785,36.0,34.864876,0.0,2022-06-29 12:00:00,6665.06,2838.85,1466.48,1914.93,332.55,48.32
35.0785,47.5,38.671844,0.0,2022-06-29 14:00:00,7294.54,3129.43,1616.74,2073.42,348.11,50.17
33.1785,55.0,32.749798,0.0,2022-06-29 16:00:00,7560.51,3258.16,1701.16,2106.96,370.16,48.07
31.1785,63.0,33.323753,0.0,2022-06-29 18:00:00,6578.65,2795.48,1521.12,1860.89,301.68,39.28
30.628498,65.5,30.134789,0.0,2022-06-29 20:00:00,6029.99,2600.56,1390.97,1698.64,239.61,37.48
31.0285,62.5,28.2011,0.0,2022-06-29 22:00:00,6843.22,3112.7,1490.13,1910.9,224.07,40.5
31.1785,63.0,24.288763,0.3,2022-06-30 00:00:00,7130.43,3210.61,1602.63,1994.06,211.13,37.43
33.028503,57.5,21.22263,0.0,2022-06-30 02:00:00,6410.97,2878.61,1437.76,1809.27,188.73,35.58
32.7785,60.0,26.580158,4.05,2022-06-30 04:00:00,5809.03,2598.72,1294.8,1642.39,183.74,34.14
29.578499,70.0,23.09261,3.6999998,2022-06-30 06:00:00,5005.39,2165.2,1146.03,1431.98,170.78,32.21
30.3785,63.0,11.122925,0.15,2022-06-30 08:00:00,4668.23,1960.66,1078.65,1323.67,216.71,36.52
29.9285,65.0,9.45525,0.1,2022-06-30 10:00:00,4780.94,1985.81,1033.1,1396.01,278.4,41.69
30.1785,63.5,17.305,0.0,2022-06-30 12:00:00,4816.81,1965.19,1010.99,1519.49,237.68,37.38
30.078499,64.0,18.853687,0.0,2022-06-30 14:00:00,4787.7,1979.69,1044.36,1431.39,251.26,35.26
29.578499,66.0,16.325626,0.0,2022-06-30 16:00:00,4959.11,2044.75,1103.36,1465.67,256.71,32.62
29.0285,67.5,19.111702,0.0,2022-06-30 18:00:00,4774.35,1966.22,1138.26,1387.62,220.78,28.61
28.578499,71.0,16.428219,0.05,2022-06-30 20:00:00,4674.6,2002.3,1061.03,1354.43,180.92,29.59
28.3785,73.0,14.937223,0.25,2022-06-30 22:00:00,4855.04,2154.33,1072.76,1386.24,161.69,30.05
28.4785,72.0,15.205162,0.65,2022-07-01 00:00:00,5106.19,2248.4,1156.35,1466.7,158.04,28.13
30.2285,63.5,10.580029,0.3,2022-07-01 02:00:00,4616.55,2028.65,1048.67,1325.17,143.33,26.86
32.8285,53.5,14.557293,1.35,2022-07-01 04:00:00,4197.52,1835.99,942.08,1216.71,136.96,25.6
34.2285,49.5,18.484577,0.05,2022-07-01 06:00:00,3920.76,1669.13,868.74,1187.54,131.5,26.47
34.4785,48.5,13.443401,0.1,2022-07-01 08:00:00,3974.08,1671.75,898.86,1156.54,181.83,30.07
33.9285,50.0,7.522601,0.1,2022-07-01 10:00:00,4631.79,1923.77,993.85,1340.64,287.58,37.9
32.8285,53.5,11.133202,0.0,2022-07-01 12:00:00,5105.23,2078.5,1123.58,1490.6,322.12,37.32
32.1785,56.5,14.218435,0.0,2022-07-01 14:00:00,5128.89,2136.54,1120.16,1518.13,267.98,37.36
31.7285,58.5,17.510986,0.0,2022-07-01 16:00:00,5100.29,2088.82,1163.94,1513.08,253.95,32.61
31.1785,60.5,16.528013,0.05,2022-07-01 18:00:00,4869.15,1985.9,1145.7,1461.83,212.64,28.25
30.978498,60.5,14.815672,0.05,2022-07-01 20:00:00,4727.6,2027.48,1068.68,1385.12,173.36,28.82
30.6285,61.0,16.023546,0.0,2022-07-01 22:00:00,4957.57,2186.74,1117.55,1417.59,159.49,29.2
30.5285,61.5,15.955513,0.0,2022-07-02 00:00:00,5162.61,2276.91,1171.79,1484.79,152.38,27.74
32.128498,55.5,14.003032,0.0,2022-07-02 02:00:00,4583.29,2001.33,1046.81,1330.22,135.5,26.41
34.6785,46.5,17.278017,0.0,2022-07-02 04:00:00,4177.65,1832.12,935.97,1217.41,128.17,25.34
35.6785,44.0,19.917522,0.05,2022-07-02 06:00:00,3902.22,1712.49,886.15,1119.9,121.01,25.48
36.2285,42.5,14.538618,0.05,2022-07-02 08:00:00,3925.7,1689.87,881.99,1140.73,148.6,26.34
36.1785,42.0,10.248411,0.1,2022-07-02 10:00:00,4455.5,1882.97,1018.53,1293.52,188.63,30.29
35.278503,45.0,13.905582,0.35000002,2022-07-02 12:00:00,4995.95,2040.52,1176.58,1464.54,217.13,31.86
34.9785,45.5,17.652992,0.0,2022-07-02 14:00:00,4948.23,2121.49,1163.71,1375.89,209.04,30.01
34.4285,46.5,22.421452,0.0,2022-07-02 16:00:00,5301.98,2284.54,1249.91,1476.67,210.93,28.62
33.2285,51.0,25.040462,0.0,2022-07-02 18:00:00,4996.02,2129.77,1220.32,1380.83,188.08,28.47
32.4285,54.5,23.338167,0.0,2022-07-02 20:00:00,4959.56,2180.71,1149.61,1376.39,175.75,30.05
31.728498,57.5,21.597588,0.0,2022-07-02 22:00:00,5369.79,2461.14,1220.13,1437.88,167.82,29.1
30.9285,61.0,22.69381,0.0,2022-07-03 00:00:00,5560.3,2505.15,1271.13,1536.63,158.95,30.22
32.2785,56.5,21.476646,0.0,2022-07-03 02:00:00,4860.66,2170.78,1111.15,1364.11,139.52,28.15
35.0785,47.5,17.58752,0.0,2022-07-03 04:00:00,4372.74,1952.66,999.04,1223.56,129.3,26.68
36.0785,44.5,13.434414,0.15,2022-07-03 06:00:00,3944.82,1743.55,899.5,1114.44,121.85,25.39
35.9785,43.5,13.017138,0.0,2022-07-03 08:00:00,3718.86,1567.53,895.0,1069.68,129.56,23.13
36.2285,42.5,10.553849,0.0,2022-07-03 10:00:00,4125.53,1705.56,943.39,1272.43,139.74,25.2
35.4285,45.5,11.586718,0.0,2022-07-03 12:00:00,4666.37,1932.05,1071.18,1429.87,162.25,26.69
34.9785,46.5,17.303783,0.0,2022-07-03 14:00:00,5046.38,2138.22,1146.45,1515.75,170.95,27.13
34.4785,48.0,18.386135,0.0,2022-07-03 16:00:00,4772.08,2028.07,1097.62,1417.28,160.72,27.17
33.5785,52.0,16.029076,0.0,2022-07-03 18:00:00,4686.38,1964.71,1104.16,1386.69,155.96,27.76
32.8285,55.0,14.506708,0.0,2022-07-03 20:00:00,4922.09,2144.75,1129.74,1406.22,166.71,30.15
32.528503,55.0,15.102257,0.0,2022-07-03 22:00:00,5599.76,2514.08,1245.28,1588.91,168.11,32.94
32.778503,53.5,15.940186,0.0,2022-07-04 00:00:00,5756.24,2584.29,1316.28,1614.1,158.91,30.76
34.6285,47.0,12.764994,0.0,2022-07-04 02:00:00,5103.53,2278.3,1153.95,1451.81,144.27,29.45
37.1785,40.0,8.503957,0.0,2022-07-04 04:00:00,4598.34,2045.59,1036.74,1308.27,136.21,27.9
38.528503,35.5,7.4245872,0.0,2022-07-04 06:00:00,4253.87,1866.24,966.46,1221.91,129.7,28.92
37.9785,36.5,12.365589,0.0,2022-07-04 08:00:00,4263.9,1816.31,986.32,1196.78,183.05,33.74
