datetime,weekday,DELHI,BRPL,BYPL,NDMC,MES,temperature,humidity,wind_speed,precipitation
29-07-2022 18:00,Friday,4874.19,2023.89,1084.17,241.68,30.86,29.9785,64.5,8.7058525,0.1
29-07-2022 20:00,Friday,4732.94,1935.31,1046.48,246.63,30.29,28.7785,71,5.43419,1.4000001
29-07-2022 22:00,Friday,4805.15,2034.57,1072.1,193.21,29.06,28.628498,73,7.241722,1.8
30-07-2022 00:00,Saturday,4848.99,2022.6,1103.16,182.15,26.9,28.628498,71.5,10.654135,1.4
30-07-2022 02:00,Saturday,4340.19,1803.35,984.15,174.57,25.77,29.2785,67.5,4.242443,0.1
30-07-2022 04:00,Saturday,3950.61,1643.38,884.46,165.54,24.79,31.328499,60,11.20479,0
30-07-2022 06:00,Saturday,3755.38,1564.04,843.99,161.39,26.05,32.9785,54.5,9.250033,1.45
30-07-2022 08:00,Saturday,3800.57,1603.24,827.2,182.43,28.91,32.4785,56.5,8.093762,1.6
30-07-2022 10:00,Saturday,4390.7,1810.23,987.39,223.88,31.27,30.0285,69,19.935045,1.25
30-07-2022 12:00,Saturday,4762.13,1989.19,1120.17,101.89,30.25,28.328499,78,7.0528746,2.75
30-07-2022 14:00,Saturday,4781.9,1995.35,1106.5,228.65,27.4,28.7785,74.5,9.812181,0.15
30-07-2022 16:00,Saturday,4847.24,2028.68,1108.78,231.82,26.24,28.9785,73.5,14.05643,0
30-07-2022 18:00,Saturday,4674.15,1960.22,1099.73,215.97,26.06,28.2785,76.5,10.524191,0.6
30-07-2022 20:00,Saturday,4665.74,1989.92,1070.53,207.74,28.35,28.828499,72.5,10.334425,1.15
30-07-2022 22:00,Saturday,4767.75,2081.06,1076.05,193.13,27.96,28.628498,73,11.358738,1.05
31-07-2022 00:00,Sunday,4844.89,2068.12,1124.29,187.69,25.97,28.8785,70,7.380334,0.3
31-07-2022 02:00,Sunday,4191.27,1809.06,933.99,171.04,24.38,30.7785,61.5,6.275511,0
31-07-2022 04:00,Sunday,3852.65,1649.87,866.36,163.73,23.63,32.8285,54,7.8292046,0.45
31-07-2022 06:00,Sunday,3670.32,1569.5,823.51,160.49,23.82,34.1285,49.5,9.300695,1.2
31-07-2022 08:00,Sunday,3649.44,1577.24,810.3,165.74,23.68,34.078503,49,16.93863,0.15
31-07-2022 10:00,Sunday,4021.22,1605.41,901.56,178.51,24.16,31.678501,60,18.084803,0.35000002
31-07-2022 12:00,Sunday,4418.06,1747.52,1007.67,188.39,24.79,30.578499,67,15.898794,0
31-07-2022 14:00,Sunday,4399.61,1799.14,963.96,185.82,22.85,29.4785,73,10.127701,1.2
31-07-2022 16:00,Sunday,4600.55,1856.29,1050.1,197.12,24.09,29.228498,73,10.35338,0.55
31-07-2022 18:00,Sunday,,,,,,28.378498,76.5,14.441299,1.55
31-07-2022 20:00,Sunday,,,,,,27.628498,78.5,14.351576,1.05
31-07-2022 22:00,Sunday,,,,,,27.578499,78,8.482086,0.25
01-08-2022 00:00,Monday,4936.21,2159.05,1091.79,187.52,27.36,28.2785,75,5.7067556,0.35
01-08-2022 02:00,Monday,4329.27,1884.5,948.27,175.72,25.56,30.078499,68,4.815587,3.0500002
01-08-2022 04:00,Monday,3931.51,1699.23,858.94,154.14,24.62,32.4785,57,5.656708,1.5
01-08-2022 06:00,Monday,3844.48,1661.67,850.13,155.84,27.62,34.3785,50,5.01484,1.3
01-08-2022 08:00,Monday,3952.5,1651.43,889.96,193.87,32.29,35.278503,44.5,10.0120125,0.05
01-08-2022 10:00,Monday,4682.72,1938.97,984.93,258.64,38.07,34.1785,47.5,16.189566,0.05
01-08-2022 12:00,Monday,4998.74,2012.91,1080.53,272.74,36.98,33.3785,51,10.907608,0
01-08-2022 14:00,Monday,5055.39,2086.74,1055.53,319.19,37.52,33.078503,53,7.9342217,0
01-08-2022 16:00,Monday,5388.63,2259.8,1108.96,309.01,36.04,32.6285,54.5,7.977914,0
01-08-2022 18:00,Monday,5102.92,2109.12,1105.94,284.92,30.83,31.728498,58.5,7.6261196,0
01-08-2022 20:00,Monday,4983.1,2109.75,1052.9,250.7,30.86,30.0285,67,2.9487343,0.95
01-08-2022 22:00,Monday,5252.72,2284.22,1114.76,242.88,30.75,29.9285,68,5.115529,0
02-08-2022 00:00,Tuesday,5303.21,2279.75,1161.74,235.58,28.43,30.4785,64,6.1691003,0
02-08-2022 02:00,Tuesday,4663.83,2001.35,1003.35,225.65,27.22,32.8535,53,6.761271,0
02-08-2022 04:00,Tuesday,4227.95,1806.51,906.33,204.29,26.23,35.4785,44.5,8.592953,0
02-08-2022 06:00,Tuesday,4020.04,1712.17,862.35,202.68,28.26,36.8785,39.5,8.054808,0
02-08-2022 08:00,Tuesday,4098.42,1692.37,926.61,247.69,32.95,36.3785,40,12.000734,0
02-08-2022 10:00,Tuesday,4916.44,2038.16,1005.71,306.16,36.02,36.6785,39.5,10.669254,0
02-08-2022 12:00,Tuesday,5327.72,2163.73,1126.35,311.27,39.38,36.028503,40,8.313255,0
02-08-2022 14:00,Tuesday,5447.24,2219.56,1165.26,309.53,38.41,35.6785,40,6.0522847,0
02-08-2022 16:00,Tuesday,5842.88,2422.95,1230.54,315.03,38.86,34.8785,44,8.55017,0
02-08-2022 18:00,Tuesday,5387.11,2233.13,1170.85,283.52,33.28,33.0785,53.5,16.325686,0
02-08-2022 20:00,Tuesday,5347.65,2264.55,1153.9,252.25,32.07,32.0785,57,16.326637,0
02-08-2022 22:00,Tuesday,5830.35,2574.73,1243.55,241.22,32.61,32.1285,56,9.471837,0
03-08-2022 00:00,Wednesday,5871.96,2590.06,1269.59,233.59,30.02,32.6785,54.5,8.836676,0
03-08-2022 02:00,Wednesday,5192.79,2249.17,1129.66,222.69,29.09,33.6285,51.5,11.502861,0
03-08-2022 04:00,Wednesday,4678.21,2009.93,1006.34,216.51,27.61,35.3285,45.5,6.066164,0
03-08-2022 06:00,Wednesday,4354.39,1857.88,950,214.08,29.67,35.4785,44.5,7.9752383,0.35
03-08-2022 08:00,Wednesday,4400.99,1865.6,954.04,245.03,34.3,35.8785,43.5,1.9805491,0
03-08-2022 10:00,Wednesday,5272.42,2205.96,1134.79,308.55,41.39,36.028503,41.5,8.419675,0
03-08-2022 12:00,Wednesday,5364.46,2182.08,1124.07,298.96,40.93,34.2785,48,26.118202,0
03-08-2022 14:00,Wednesday,5419.8,2222.85,1187.77,309.31,37.76,32.1285,59.5,23.946388,0
03-08-2022 16:00,Wednesday,5920.51,2455.12,1291.64,316.4,37.7,31.328499,63,20.449057,0
03-08-2022 18:00,Wednesday,5346.79,2191.71,1213.57,277.87,32.57,30.7785,65,16.351131,0
03-08-2022 20:00,Wednesday,5407.03,2301.45,1173.99,256.07,32.96,30.5285,65,16.104885,0
03-08-2022 22:00,Wednesday,5759.32,2546.38,1226.96,243.91,33.25,29.378498,70.5,17.59822,2.2
04-08-2022 00:00,Thursday,5720.21,2497.54,1257.33,201.63,29.94,29.378498,70.5,14.674222,0.90000004
04-08-2022 02:00,Thursday,5039.84,2181.65,1104.61,186.43,28.66,30.328499,65,15.346861,0.45
04-08-2022 04:00,Thursday,4527.73,1955.38,975.95,181.53,27.25,31.9785,58.5,16.071,0
04-08-2022 06:00,Thursday,4262.2,1830.93,915.61,181.35,29.03,33.2285,53,15.238388,0
04-08-2022 08:00,Thursday,4251.44,1816.1,926.24,209.05,33.23,34.4285,48.5,16.33991,0.15
04-08-2022 10:00,Thursday,5136.71,2099.3,1075.57,283.55,39.65,33.278503,53,16.54767,0.15
04-08-2022 12:00,Thursday,5408.89,2186.93,1177.6,273.26,41.07,31.5285,60,14.432569,0.05
04-08-2022 14:00,Thursday,5543.02,2258.64,1230.71,284.18,39.58,30.7285,63,15.103648,0.2
04-08-2022 16:00,Thursday,5657.15,2332.59,1243.32,298.78,36.46,30.328499,65.5,20.991919,0.05
04-08-2022 18:00,Thursday,5300.18,2140.26,1211.32,267.45,31.54,29.4785,70,22.28939,0.3
04-08-2022 20:00,Thursday,5247.62,2067.27,1229.4,211.66,31.99,28.7285,74.5,21.73473,2.75
04-08-2022 22:00,Thursday,5529.87,2401.67,1218.4,185.58,32.4,28.0285,78.5,21.578568,2.4
05-08-2022 00:00,Friday,5478.87,2375.3,1241.99,190.88,28.97,27.878498,79.5,23.154095,1.85
05-08-2022 02:00,Friday,4785.1,2075.57,1069.58,171.42,27.63,30.2285,67.5,21.09747,0
05-08-2022 04:00,Friday,4349.56,1877.67,958.47,160.95,26.44,32.828503,56.5,20.290318,0
05-08-2022 06:00,Friday,4116.67,1768.79,912.38,158.86,29.09,34.1285,51.5,19.628887,0
05-08-2022 08:00,Friday,4205.5,1672.59,985.32,219.37,33.15,34.528503,49,19.4017,0.2
05-08-2022 10:00,Friday,4918.66,1993.14,1036.69,297.32,39.31,33.078503,54.5,18.022635,0
05-08-2022 12:00,Friday,5023.14,2004.01,1107.34,297.13,36.38,32.3785,58,12.658569,0
05-08-2022 14:00,Friday,5083.03,2055.97,1175.68,289.31,36.51,31.7785,60,13.622915,0
05-08-2022 16:00,Friday,5300.5,2112.21,1187.77,292.72,33.33,31.4285,60,15.35832,0
05-08-2022 18:00,Friday,,,,,,30.828499,61.5,15.866041,0
05-08-2022 20:00,Friday,,,,,,30.378498,62,16.75844,0
05-08-2022 22:00,Friday,,,,,,30.2285,62,17.936558,0
06-08-2022 00:00,Saturday,5235.32,2245.77,1190.8,189.17,27.41,30.4285,60,16.017317,0
06-08-2022 02:00,Saturday,4632.37,1993.19,1029.27,177.39,26.7,31.9285,54,15.059713,0
06-08-2022 04:00,Saturday,4208.98,1799.78,931.97,164.67,25.61,34.778503,44.5,13.551294,0
06-08-2022 06:00,Saturday,4045.94,1726.46,896.78,163.19,26.23,36.1285,39.5,12.712099,0
06-08-2022 08:00,Saturday,4088.79,1718.09,926.47,182.98,28.87,35.2285,42.5,11.050205,0
06-08-2022 10:00,Saturday,4559.15,1948.46,1000.31,233.28,32.69,34.9785,44,7.3352995,0
06-08-2022 12:00,Saturday,5012.21,2104.95,1149.16,252.65,31.91,34.278503,47,5.386254,0
06-08-2022 14:00,Saturday,5066.62,2133.24,1167.45,254.38,29.34,33.6785,49.5,8.181205,0
06-08-2022 16:00,Saturday,5250.5,2214.2,1206.74,247.51,28.41,33.0785,52,15.14313,0
06-08-2022 18:00,Saturday,5004.77,2119.22,1168.07,225.92,29.05,32.4285,54.5,15.481808,0
06-08-2022 20:00,Saturday,5102.58,2220.24,1146.32,214.29,31.49,31.6285,58,14.834642,0
06-08-2022 22:00,Saturday,,,,,,31.0285,61,12.389497,0
07-08-2022 00:00,Sunday,5420.78,2386.68,1228.99,190.14,28.35,30.6785,64,13.892759,0.25
07-08-2022 02:00,Sunday,4802.45,1996.25,1135.69,175.3,27.08,31.4285,62,13.194601,1
07-08-2022 04:00,Sunday,4367.3,1884.17,985.41,168.25,25.95,33.7285,53,17.34546,0.3
07-08-2022 06:00,Sunday,4090.55,1765.05,921.08,160.79,22.4,33.2285,55.5,24.600628,0.8
07-08-2022 08:00,Sunday,4019.04,1607.06,969.13,172.02,23.22,29.0285,73,30.034603,0.35
07-08-2022 10:00,Sunday,4149.73,1660.34,950.78,186.23,24.47,27.6785,78.5,17.050156,1.75
07-08-2022 12:00,Sunday,4326.55,1730.62,1001.14,188.73,25.27,29.1785,68.5,9.394295,0
07-08-2022 14:00,Sunday,4187.57,1664.79,972.12,186.63,22.81,29.328499,70,12.17289,0
07-08-2022 16:00,Sunday,4240.51,1578.68,1035.05,181.27,22.92,28.828499,73,12.321869,0
07-08-2022 18:00,Sunday,4173.11,1653.46,990.36,184.6,24.97,28.2285,75,13.779434,0
07-08-2022 20:00,Sunday,4379.87,1841.3,985.65,189.66,27.92,27.828499,77,14.482673,0
07-08-2022 22:00,Sunday,,,,,,27.628498,77.5,15.6485405,0
08-08-2022 00:00,Monday,4686.62,1995.59,1069.48,177.56,25.12,27.828499,76,14.74822,0
08-08-2022 02:00,Monday,4160.77,1748.21,953.88,162.83,23.95,30.328499,63,14.242592,0
08-08-2022 04:00,Monday,3785.67,1598.93,854.03,159.59,22.75,32.9785,51.5,14.972641,0
08-08-2022 06:00,Monday,3746.23,1589.05,848.49,158.39,26.41,34.4785,48.5,16.45442,0
08-08-2022 08:00,Monday,3866.32,1626.85,873.08,193.91,31.07,34.4285,49,17.992,0
08-08-2022 10:00,Monday,4746.25,1934.22,1014.3,301.95,36.73,34.2285,49,11.977421,0
08-08-2022 12:00,Monday,5129.45,2073.5,1088.58,316.73,37.55,33.8285,51,13.350561,0
08-08-2022 14:00,Monday,5260.23,2169.85,1145.55,304.15,37.53,32.578503,56.5,13.040205,0
08-08-2022 16:00,Monday,5579.81,2237.47,1209.29,305.02,36.71,32.1785,58,14.01925,0
08-08-2022 18:00,Monday,,,,,,31.378498,61.5,16.8627,0.15
08-08-2022 20:00,Monday,,,,,,30.878498,63.5,16.065826,0
08-08-2022 22:00,Monday,,,,,,30.2285,67.5,16.374985,0.4
09-08-2022 00:00,Tuesday,5644.74,2446.33,1272.75,212.05,28.69,30.578499,67.5,16.359524,0
09-08-2022 02:00,Tuesday,4948.01,2146.34,1095.68,203.34,27.19,33.1285,57,19.05031,0
09-08-2022 04:00,Tuesday,4506.7,1963.69,982.2,202.18,26.33,34.6285,50,19.353924,0
09-08-2022 06:00,Tuesday,4199.95,1831.04,916.07,203.92,26.32,36.1285,45,14.772379,0
09-08-2022 08:00,Tuesday,4212.54,1773.02,931.65,221.59,26.39,38.528503,36,14.236111,0
09-08-2022 10:00,Tuesday,4890.85,2062.78,1022.88,250.46,28.34,38.2285,37,19.56543,0
09-08-2022 12:00,Tuesday,5389.57,2210.32,1170.02,249.88,29.19,35.8785,45.5,17.261295,0
09-08-2022 14:00,Tuesday,5588.09,2312.58,1234.23,251.81,28.96,34.328503,52,16.267746,0
09-08-2022 16:00,Tuesday,5662.6,2380.37,1260.98,252.05,29.88,33.4785,55.5,17.099937,0
09-08-2022 18:00,Tuesday,5373.67,2232.78,1214.6,240.09,30.49,32.8285,56.5,19.718056,0
09-08-2022 20:00,Tuesday,5502.03,2352.42,1207.46,229.19,31.58,32.1785,57.5,21.661995,0
09-08-2022 22:00,Tuesday,6077.84,2666.62,1348.84,220.33,33.65,31.628498,59,18.045006,0
10-08-2022 00:00,Wednesday,6006.22,2602.19,1373.12,207.54,30.56,31.4785,59,23.787083,0
10-08-2022 02:00,Wednesday,5374.43,2330.9,1228.01,174.95,29.33,33.4285,50.5,22.942646,0
10-08-2022 04:00,Wednesday,4846.98,2110.63,1085.87,173.05,28.2,36.028503,40.5,21.657082,0
10-08-2022 06:00,Wednesday,4503.06,1959.69,999.26,172.14,29.97,37.9785,36,20.102371,0
10-08-2022 08:00,Wednesday,4508.64,1914.45,1014.4,206.03,35.17,38.778503,33.5,23.038023,0
10-08-2022 10:00,Wednesday,5296.74,2188.36,1151.73,297.57,41.18,38.3285,34.5,22.330862,0
10-08-2022 12:00,Wednesday,5739.23,2298.15,1302.88,320.4,40.56,36.4785,39.5,23.078098,0
10-08-2022 14:00,Wednesday,5855.04,2403.29,1290.77,325.98,40.37,34.6285,44.5,27.256687,0
10-08-2022 16:00,Wednesday,6206.41,2607,1343.93,299.77,41.43,33.7285,49.5,28.085812,0
10-08-2022 18:00,Wednesday,5739.22,2388.57,1330.34,273.34,36.13,32.778503,53,29.561085,0
10-08-2022 20:00,Wednesday,5526.52,2393.82,1196.08,223.6,35.68,31.6785,57,29.335346,0
10-08-2022 22:00,Wednesday,,,,,,30.878498,60,33.46659,0
11-08-2022 00:00,Thursday,6329.57,2785.21,1393.11,198.61,33.86,30.2285,62,36.384483,0
11-08-2022 02:00,Thursday,5606.61,2436.1,1238.19,180.33,32.33,30.978498,58.5,37.680954,0
11-08-2022 04:00,Thursday,5028.89,2185.12,1088.93,181.84,31.02,32.1285,53.5,34.783348,0
11-08-2022 06:00,Thursday,4542.62,1958.94,987.1,174.82,30.75,30.828499,57,34.806274,0
11-08-2022 08:00,Thursday,4271.69,1818.48,927.92,210.55,34.27,29.2285,63.5,36.27262,0.5
11-08-2022 10:00,Thursday,4317.86,1874.68,875.79,271.22,38.69,29.9785,60.5,24.977474,0.05
11-08-2022 12:00,Thursday,4585.76,1959.49,983.66,282.51,37.25,29.878498,62,21.94626,0
11-08-2022 14:00,Thursday,4462.64,1904.28,975.48,267.73,35.11,29.3785,62,27.322487,0
11-08-2022 16:00,Thursday,4549.59,1957.85,987.07,270.35,35.12,29.7285,57,27.840338,0
11-08-2022 18:00,Thursday,4291.14,1866.58,962.67,220.19,30.36,29.5285,57.5,23.762877,0
11-08-2022 20:00,Thursday,4391.18,1945.56,960.71,200.39,29.93,29.1285,58.5,24.780273,0
11-08-2022 22:00,Thursday,4832.79,2163,1057.33,194.63,30.63,28.5285,58.5,23.657679,0
12-08-2022 00:00,Friday,5070.2,2233.7,1146.81,186.06,28.59,28.9285,62.5,23.336945,0
12-08-2022 02:00,Friday,4566.47,2007.12,1037.91,173.52,27.46,31.5785,55,28.65821,0
12-08-2022 04:00,Friday,4192.11,1833.25,946.3,165.55,26.47,34.078503,46,33.50204,0
12-08-2022 06:00,Friday,3942.13,1704.82,897.81,165.96,28.87,36.1785,40,31.760841,0
12-08-2022 08:00,Friday,3989.61,1707.01,900.05,213.56,33.67,37.4285,36,32.215748,0
12-08-2022 10:00,Friday,4818.54,2013.1,1008.75,295.25,39.65,36.8285,38,30.447172,0
12-08-2022 12:00,Friday,5267.88,2132.45,1148.13,322.71,36.97,34.3285,44.5,32.480125,0
12-08-2022 14:00,Friday,5397.94,2244.54,1173.33,315.53,38.85,33.4285,47.5,26.591145,0
12-08-2022 16:00,Friday,5810.73,2416.31,1268.79,311.85,39.41,32.3285,51.5,25.449982,0
12-08-2022 18:00,Friday,5343.44,2224.62,1190.8,262.86,33.88,31.5285,55.5,26.12875,0
12-08-2022 20:00,Friday,5328.65,2284.75,1176.96,211.99,33.34,30.6285,59,28.225248,0
12-08-2022 22:00,Friday,5629.89,2481.3,1225.57,201.26,33.03,29.6285,63.5,27.343477,0
13-08-2022 00:00,Saturday,5790.04,2539.02,1299.08,190.03,31.55,29.5285,65,25.203804,0
13-08-2022 02:00,Saturday,5157.76,2233.66,1158.63,171.51,30,31.8285,57.5,25.884907,0
13-08-2022 04:00,Saturday,4638.07,2009.86,1026.01,161.99,28.81,34.8785,47,27.296337,0
13-08-2022 06:00,Saturday,4260.34,1826.38,941.18,159.26,28.64,36.6785,40.5,28.969568,0
13-08-2022 08:00,Saturday,4078.25,1708.24,919.55,176.73,29.67,36.6785,39.5,30.906784,0
13-08-2022 10:00,Saturday,4516.3,1894.59,981.38,215.86,32.8,36.4785,40,23.80967,0
13-08-2022 12:00,Saturday,5014.84,2083.67,1125.45,238.76,34.56,34.3285,47,20.163536,0
13-08-2022 14:00,Saturday,5146,2187.7,1172.33,231.55,31.46,33.028503,51,16.008621,0
13-08-2022 16:00,Saturday,5479.78,2305.66,1263.58,236.15,31.11,32.4785,53,15.807295,0
13-08-2022 18:00,Saturday,5036.26,2126.58,1181.26,206.6,30.6,31.8285,56,14.151537,0
13-08-2022 20:00,Saturday,5147.86,2208.94,1172.64,201.96,32.17,31.128498,59.5,14.27368,0
13-08-2022 22:00,Saturday,5613.58,2482.6,1244.91,198.39,32.62,30.6785,61,12.062991,0
14-08-2022 00:00,Sunday,5792.85,2522.9,1336.71,186.9,30.8,31.0285,60,8.60222,0
14-08-2022 02:00,Sunday,5189.11,2244.92,1196.44,170.86,29.55,32.7285,55.5,6.9284854,1.05
14-08-2022 04:00,Sunday,4712.57,2044.59,1077.94,159.54,28.45,35.278503,47,6.628924,0
14-08-2022 06:00,Sunday,4297.08,1848,986.79,153.61,28.32,36.3785,42.5,11.269609,0.35
14-08-2022 08:00,Sunday,3954.36,1665.28,917.35,155.23,26.19,34.4285,47.5,23.42033,0.1
14-08-2022 10:00,Sunday,4321.75,1751.19,984.52,176.91,26.68,33.8285,49.5,19.361496,0
14-08-2022 12:00,Sunday,4899.82,1985.52,1096.73,202.75,29.02,32.2785,55.5,16.027664,0.15
14-08-2022 14:00,Sunday,4910.17,2007.36,1140.92,201.05,28.29,30.9285,61.5,12.452625,0.25
14-08-2022 16:00,Sunday,4668.33,1921.64,1050.46,174.22,27.3,29.828499,66.5,10.600384,0.5
14-08-2022 18:00,Sunday,4379.08,1778.01,1017.92,163.62,27.45,29.128498,70.5,13.982964,0
14-08-2022 20:00,Sunday,4548.4,1939.09,1008.42,187.6,30.17,28.1785,74,20.366165,0
14-08-2022 22:00,Sunday,4914.21,2144.55,1082.65,186.28,29.97,28.2285,73,20.875061,0.05
15-08-2022 00:00,Monday,5086.77,2185.92,1168.97,173.89,28.55,28.228498,72,27.321726,0
15-08-2022 02:00,Monday,4567.03,1968.03,1040.85,163.89,27.31,28.7785,66.5,28.548958,0
15-08-2022 04:00,Monday,4202.5,1800.63,958.66,156.14,26.23,28.8785,66.5,26.881865,0
15-08-2022 06:00,Monday,3821.64,1635.21,873.54,149.36,25.8,31.378498,56,27.343506,0
15-08-2022 08:00,Monday,3519.06,1519.1,805.38,161.03,25.57,32.4285,51.5,27.934784,0
15-08-2022 10:00,Monday,3400.59,1539.96,754.28,159.41,25.01,32.0785,54.5,26.175959,0
15-08-2022 12:00,Monday,3569.57,1603.28,792.31,178.28,24.89,30.4285,59.5,23.665909,0
15-08-2022 14:00,Monday,3748.32,1683.61,835.74,179.09,24.44,29.6785,61,21.486385,0
15-08-2022 16:00,Monday,3897.93,1762.4,872.95,186.43,25.13,28.9285,63.5,22.75953,0.05
15-08-2022 18:00,Monday,3531.24,1577.57,792.28,174.46,26.59,28.9785,62,25.424397,0
15-08-2022 20:00,Monday,4147.69,1905.53,896.48,185.7,29.94,29.0285,62.5,25.95056,0
15-08-2022 22:00,Monday,4885.16,2196.77,1109.42,182.56,30.32,28.2785,67.5,31.043093,0
16-08-2022 00:00,Tuesday,4989.83,2216.51,1156.68,175.54,28.7,28.578499,68,43.495804,0
16-08-2022 02:00,Tuesday,4481.31,1981.97,1037.27,167.17,27.54,30.7785,59,48.360924,0
16-08-2022 04:00,Tuesday,4107.49,1818.65,939.98,165.73,27.36,33.1285,50,53.978035,0
16-08-2022 06:00,Tuesday,3850.96,1709.19,883.54,165.57,29.23,33.8285,47.5,56.506035,0.2
16-08-2022 08:00,Tuesday,3738.15,1652.25,830.71,196.75,33.15,33.4785,49.5,52.048923,0.1
16-08-2022 10:00,Tuesday,4552.45,1899.95,930.53,279.09,39.11,32.0285,55,46.0599,0.05
16-08-2022 12:00,Tuesday,4992.23,1993.28,1094.98,289.85,38.29,29.2785,65.5,40.847736,0.05
16-08-2022 14:00,Tuesday,4939.68,1977.94,1078.02,277.65,36.89,28.9785,66,38.98066,0
16-08-2022 16:00,Tuesday,4616.68,2029.81,764.47,291.36,35.48,28.628498,68.5,38.105522,0
16-08-2022 18:00,Tuesday,4727.04,1961.4,1030.02,232.5,29.83,28.128498,72,35.689285,0
16-08-2022 20:00,Tuesday,4687.79,2002.8,1015.97,198.91,29.68,27.578499,74.5,33.00338,0
16-08-2022 22:00,Tuesday,4782.67,2067.44,1049.76,184.09,29.04,26.878498,77,29.836704,0
17-08-2022 00:00,Wednesday,4952.51,2101.69,1125.78,177.55,27.29,27.0285,75,29.333336,0
17-08-2022 02:00,Wednesday,4358.37,1869.54,963.19,166.15,25.96,29.4285,64.5,29.458645,0
17-08-2022 04:00,Wednesday,3947.61,1698.24,859.08,162.7,24.45,32.6785,51.5,25.584686,0
17-08-2022 06:00,Wednesday,3789.05,1612.62,833.26,163.7,27.61,33.9285,47,27.542812,0
17-08-2022 08:00,Wednesday,3845.45,1588.21,852.63,201.17,31.53,34.9285,43,25.57643,0
17-08-2022 10:00,Wednesday,4581.49,1832.9,994.68,273.22,36.52,34.4285,44,26.648071,0
17-08-2022 12:00,Wednesday,4965.29,1919.64,1127.73,287.13,37.85,32.378498,50.5,23.43216,0
17-08-2022 14:00,Wednesday,5033.22,2010.73,1135.94,289.06,38.06,31.4285,53.5,20.593395,0
17-08-2022 16:00,Wednesday,5406.9,2140.59,1232.25,289.53,35.04,30.628498,58,20.107414,0
17-08-2022 18:00,Wednesday,,,,,,29.9785,61.5,17.440687,0
17-08-2022 20:00,Wednesday,,,,,,29.2785,66,16.807295,0
17-08-2022 22:00,Wednesday,,,,,,28.628498,70,15.701752,0
18-08-2022 00:00,Thursday,5387.6,2229.83,1261.5,200.86,28.53,28.728498,70.5,12.522266,0
18-08-2022 02:00,Thursday,4772.83,1967.97,1115.72,191.45,27.44,30.7785,60.5,11.21723,0
18-08-2022 04:00,Thursday,4316.69,1784.48,993.35,185.6,26.38,33.4785,50,12.026662,0
18-08-2022 06:00,Thursday,4061.69,1681.48,904.02,184.22,27.9,35.1285,44,11.374565,0
18-08-2022 08:00,Thursday,4071.23,1658.39,923.21,216.68,33.18,35.4285,43,17.83818,0
18-08-2022 10:00,Thursday,4910.86,1928.18,1123.12,273.22,39.66,34.828503,44,18.43104,0
18-08-2022 12:00,Thursday,5249.17,2049.3,1182.67,284.07,39.95,33.8285,47.5,13.545589,0
18-08-2022 14:00,Thursday,5328.11,2040.02,1256.45,281.48,37.41,33.4285,49.5,13.262021,0
18-08-2022 16:00,Thursday,5742.61,2241.67,1324.24,291.36,38.64,32.6785,52.5,13.678726,0
18-08-2022 18:00,Thursday,5379.8,2189.69,1227.69,261.05,33.08,32.0785,54.5,16.269207,0
18-08-2022 20:00,Thursday,5248.99,2241.99,1149.16,227.43,31.62,31.628498,55.5,13.336634,0
18-08-2022 22:00,Thursday,5543.88,2420.55,1212.4,209.12,31.3,31.1785,57.5,16.111635,0
19-08-2022 00:00,Friday,5713.45,2480.53,1275.64,199.8,29.61,30.578499,59.5,22.562954,0
19-08-2022 02:00,Friday,5061.06,2198.83,1105.62,189.96,28.82,32.2285,54,24.183624,0
19-08-2022 04:00,Friday,4587.33,2011.01,985.54,184.8,27.42,34.328503,47,19.666225,0
19-08-2022 06:00,Friday,4206.41,1855.79,888.41,182.66,27.01,36.028503,41.5,17.512392,0
19-08-2022 08:00,Friday,4092.19,1783.82,879.8,199.79,25.89,35.778503,40,18.923561,0
19-08-2022 10:00,Friday,4606.54,1982.2,966.59,222.79,27.13,35.028503,42.5,23.360128,0
19-08-2022 12:00,Friday,5060.54,2140.67,1067.66,219.02,28.08,34.7785,42.5,14.802256,0
19-08-2022 14:00,Friday,5152.73,2189.59,1096.77,235.35,27.36,34.5785,43,13.445452,0
19-08-2022 16:00,Friday,5406.87,2313.34,1164.92,237.48,28.66,33.8785,46.5,11.449177,0
19-08-2022 18:00,Friday,5000.16,2153.67,1140.71,223.38,28.99,33.0785,49,9.161557,0
19-08-2022 20:00,Friday,4991.05,2229.69,1079.09,211.94,32,32.3785,52.5,9.59387,0
19-08-2022 22:00,Friday,,,,,,31.928501,54.5,8.751232,0
20-08-2022 00:00,Saturday,5496.42,2443.49,1230.37,196.97,29.66,31.4785,56.5,10.353773,0
20-08-2022 02:00,Saturday,5341.74,2356.54,1191.58,190.65,29.21,30.628498,61.5,22.962805,0
20-08-2022 04:00,Saturday,4832.1,2130.84,1063.14,187.47,28.43,32.1285,57.5,20.140154,0
20-08-2022 06:00,Saturday,4412.96,1968.19,963.52,184.56,28.22,33.9785,48.5,16.264645,0
20-08-2022 08:00,Saturday,4174.74,1827.5,906.27,208.16,29.39,31.928501,55,20.62949,0
20-08-2022 10:00,Saturday,4729.15,2062.77,1009.49,244.19,33.53,30.7785,59.5,15.56456,0
20-08-2022 12:00,Saturday,5126.65,2190.96,1144.19,262.54,34.04,30.6285,61.5,15.717536,0
